번호,제목,담당부서,등록일,조회수,URL
4871,2024년 제3차 보증금지원형 장기안심주택 당첨자 발표,맞춤주택공급부,2025-03-28,13046,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286365
4870,위례지구 용지 분양 공고(단독주택용지),분양부,2025-03-28,7993,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286380
4869,[상시 모집] 주거복지직 대체인력뱅크 채용공고,인사부,2025-03-28,8305,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=278897
4868,답십리17구역 e편한세상답십리아르테포레 입주안내문 게시,동대문주거안심종합센터,2025-03-26,2792,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286339
4867,e편한세상 답십리 아르테포레(답십리 제17구역 주택재개발정비사업) 준공인가증 게시,주택정비사업부,2025-03-25,35732,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286325
4866,홈페이지 서비스 전산 작업 안내,시스템운영부,2025-03-25,1247,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286323
4865,개포 구룡마을 도시개발사업 공탁 용역 서면질의에 대한 회신 공지,수탁보상부,2025-03-24,4491,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286268
4864,더포디엄830 공공임대 입주안내문 게시,중랑주거안심종합센터,2025-03-20,358,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286162
4863,2025년도 제1차 신축약정 매입임대주택 매입공고(수정),주택매입사업부,2025-03-20,17288,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285513
4862,주거복지직 대체인력뱅크 3회차 채용 합격자발표 및 임용등록 안내,인사부,2025-03-19,780,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286117
4861,장기안심주택 2025년 7월 재계약대상자 입주자격 심사결과,맞춤주택공급부,2025-03-19,3812,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286119
4860,장기안심주택 2025년 8월 재계약대상자 입주자격 심사서류 제출안내,맞춤주택공급부,2025-03-19,3203,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=286110
4859,답십리제17구역 주택재개발정비사업 보류지(아파트) 매각(입찰) 공고,정비사업지원부,2025-03-17,18003,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285630
4858,2024년 2차 청년안심주택(2024. 7. 26.공고) 예비2차 당첨자 발표,맞춤주택공급부,2025-03-14,10858,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285998
4857,2025년도 장기안심주택 주요변경사항 안내,맞춤주택공급부,2025-03-14,27393,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285995
4856,e편한세상 답십리 아르테포레 단지내 상가 분양(입찰) 공고 개찰결과 게시,정비사업지원부,2025-03-14,1016,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285985
4855,가든파이브 툴동 1층 상가분양 1차 공고,가든파이브관리부,2025-03-14,1062,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285825
4854,주거복지직 대체인력 상시모집 3회차 채용 면접대상자 발표,인사부,2025-03-13,812,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285953
4853,주거복지직 대체인력뱅크 상시모집 3회차 채용 안내,인사부,2025-03-11,1880,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285670
4852,"2025년 창동 아우르네빌리지 입주자 모집공고(일자리연계형 지원주택, 2025. 2. 21. 공고) : 신청기간 연장",공공주택공급부,2025-03-07,21186,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285742
4851,가든파이브 툴동 잔여상가 수의계약 분양공고,가든파이브관리부,2025-03-07,664,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285696
4850,청량리역롯데캐슬sky-l65 입주안내문 및 생활안내문 게시,동대문주거안심종합센터,2025-03-07,2622,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285741
4849,「힐스테이트e편한세상 문정」 아파트 장기전세 입주안내문 게시,송파주거안심종합센터,2025-03-05,622,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285674
4848,고덕강일지구 및 내곡도시형생활주택 상가 입찰(분양) 공고 개찰 결과 및 계약안내 공고,자산운영부,2025-03-05,1247,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285667
4847,서울주택도시공사 2025년 사무기술직 및 주거복지직 신입사원 채용공고,인사부,2025-03-04,16299,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285620
4846,"2025년 상반기 일반 매입임대주택(다가구,원룸) 입주대기자 모집공고(2025.02.28)",매입주택공급부,2025-02-28,98858,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285425
4845,2023년 제1차 국민임대주택(2023.06.23.공고) 예비7차 계약결과 게시,공공주택공급부,2025-02-27,9689,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285471
4844,위례 의료복합용지 개발사업 민간사업자 공모 서면질의답변서 및 수정 공모지침서 게시,마곡위례사업부,2025-02-25,1064,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285407
4843,롯데캐슬 이스트폴 장기전세2(미리내집) 입주안내문 게시,중랑주거안심종합센터,2025-02-24,748,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285347
4842,롯데캐슬 이스트폴 장기전세1 입주안내문 게시,중랑주거안심종합센터,2025-02-24,106,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285346
4841,2025년 1차 장기미임대 매입임대주택 입주자 모집공고(2025.02.21.),매입주택공급부,2025-02-21,232897,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285175
4840,e편한세상 답십리 아르테포레 단지내 상가 분양(입찰) 공고,정비사업지원부,2025-02-21,2235,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285232
4839,제46차 장기전세주택 입주자 모집공고(2024.12.26.) 서류심사대상자 발표 및 서류 제출 안내,미리내집공급부(TF),2025-02-19,44634,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285122
4838,2025년 직원 공개채용 대행용역 제안서평가위원회 결과 게시,인사부,2025-02-19,978,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285184
4837,기존주택 전세임대 임대인 안내-추가서류 요청,전세주택공급부,2025-02-18,3256,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=285136
4836,고덕강일지구 단지 내 상가(2·4·6·7·9·11·13·14단지) 및 내곡도시형생활주택 내 상가 2회차 분양 입찰 공고,자산운영부,2025-02-14,1497,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284880
4835,기존주택전세임대 임대인분 중개보수 지원기준 변경안내,전세주택공급부,2025-02-13,3179,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284953
4834,서울주택도시공사 제18기 건설기술자문위원회 추가모집 결과 공고,건축기술부,2025-02-12,892,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284895
4833,2025 매력일자리(홈코디 주거상담가 인큐베이팅) 최종합격자 발표,중앙주거복지센터,2025-02-11,965,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284863
4832,[당첨자발표] 2024년 하반기 청년매입임대주택 우선공급 입주자모집[자립준비청년(보호종료아동 및 복지시설퇴소청소년)] 당첨자 및 예비자 발표,매입주택공급부,2025-02-07,6050,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284708
4831,제45차 장기전세주택 입주자 모집 공고(2024.8.29. 공고) 당첨자 및 예비입주자 발표(롯데캐슬 이스트폴 추가),미리내집공급부(TF),2025-02-07,16413,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284719
4830,2023년 제1차 국민임대주택(2023.06.23.공고) 예비7차 당첨자 및 동호배정 결과,공공주택공급부,2025-02-07,4353,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284713
4829,2022년 제1차 국민임대주택(2022.5.20.공고) 예비14차 당첨자 및 동호배정 결과,공공주택공급부,2025-02-07,2520,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284712
4828,더포디엄830 사용검사확인증 게시,중랑주거안심종합센터,2025-02-07,90,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284710
4827,2025년 기존주택 전세임대 입주자 모집공고,전세주택공급부,2025-02-05,97179,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284566
4826,가든파이브 툴동 1층 상가 일괄공급 수의계약 분양공고 종료,가든파이브관리부,2025-02-05,678,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284518
4825,광진구 롯데캐슬이스트폴 준공인가증 게시,중랑주거안심종합센터,2025-02-03,47,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284519
4824,상봉동양엔파트(예비3차) 입주안내문 게시,중랑주거안심종합센터,2025-02-03,20,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283910
4823,"서울주택도시공사 분양주택 부기등기 말소관련사항통보(송파파크데일4,5단지 토지임대부분양주택)",수납부,2025-02-01,12082,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284808
4822,2025 서울 매력일자리(홈코디 주거상담가 인큐베이팅) 서류합격자 및 면접 일정 공고,중앙주거복지센터,2025-01-31,1201,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284418
4821,제3차 장기전세주택2(2024.12.20.공고) 서류대상자 발표 및 서류제출 안내,미리내집공급부(TF),2025-01-31,32385,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284366
4820,전산작업에 따른 서비스(PASS인증서) 이용 안내,시스템운영부,2025-01-31,269,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284393
4819,2024년 2차 청년 매입임대주택(2024.12.26.) 서류심사대상자 발표 및 서류제출 안내,매입주택공급부,2025-01-24,61008,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284243
4818,2024년 2차 행복주택 서류심사 대상자 발표 및 서류 제출 안내,공공주택공급부,2025-01-24,58076,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284124
4817,「힐스테이트e편한세상 문정」 아파트 장기전세2 입주안내문 게시,송파주거안심종합센터,2025-01-24,253,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284228
4816,"위례지구 용지분양 공고(업무시설용지3,16,21 및 주차장2)",분양부,2025-01-23,17087,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284169
4815,2024년 2차 청년 매입임대주택(2024.12.26.) 인터넷 청약신청 최종 결과 및 경쟁률 공지,매입주택공급부,2025-01-22,25478,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284145
4814,제46차 장기전세주택(2024.12.26.공고) 최종 청약접수 결과 및 청약마감 안내,미리내집공급부(TF),2025-01-22,26305,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=284025
4813,제46차 장기전세주택(2024.12.26.공고) 1순위 청약접수 결과 및 2순위 청약접수 단지 안내,미리내집공급부(TF),2025-01-20,20942,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283872
4812,위례지구 용지분양(업무31) 개찰 결과,분양부,2025-01-17,1421,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283918
4811,e편한세상 답십리 아르테포레 단지내 상가 분양(입찰) 공고 개찰결과 게시,정비사업지원부,2025-01-17,936,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283907
4810,2024년 2차 행복주택 입주자 모집(2024.12.27.공고) 최종 청약 경쟁률 게시,공공주택공급부,2025-01-16,36184,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283782
4809,수서역세권 공공주택지구 훼손지 복구사업 사업시행자 감정평가법인 선정 공고,용지보상부,2025-01-16,4854,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283837
4808,[래미안라그란데-이문1구역] 부분준공인가 조건 및 안내사항,동대문주거안심종합센터,2025-01-14,718,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283759
4807,[래미안라그란데(이문1)] 준공인가증 게시,동대문주거안심종합센터,2025-01-14,1380,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283758
4806,2024년 2차 청년안심주택(2024. 7. 26.공고) 예비1차 당첨자 발표,맞춤주택공급부,2025-01-10,23719,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283532
4805,전산작업에 따른 서비스(계좌확인) 이용 안내,시스템운영부,2025-01-10,281,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283556
4804,2024년 3차 청년안심주택 서류심사대상자 발표(2024.12.23.공고),맞춤주택공급부,2025-01-10,50647,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283552
4803,2023년 공공·주거환경임대주택(2023.08.11.공고) 예비6차 당첨자 및 동호배정 결과,공공주택공급부,2025-01-10,5305,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283528
4802,마곡지구 지원시설용지 및 편익시설용지 선착순 수의계약 공고,분양부,2025-01-10,17375,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283251
4801,2025년 성동주거안심종합센터 희망돌보미(사무지원) 최종합격자 발표,성동주거안심종합센터,2025-01-10,72,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283562
4800,2021년 제1차 국민임대주택(2021.09.24.공고) 예비 14차 당첨자 및 동호배정 결과,공공주택공급부,2025-01-09,7784,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283456
4799,서울주택도시공사 2024년 채용인원 중 임직원 친인척 인원수 현황 공개,인사부,2025-01-08,2047,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283411
4798,고덕강일지구 단지 내 상가(2·4·6·7·9·11·13·14단지) 및 내곡도시형생활주택 내 상가 분양(입찰)공고 개찰 결과 게시,자산운영부,2025-01-08,1252,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283393
4797,개포 구룡마을 설계공모 참가등록 결과 공지,건축설계부,2025-01-08,1071,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283378
4796,호반써밋 개봉(개봉5구역) 준공인가증 게시,구로주거안심종합센터,2025-01-07,1573,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283350
4795,힐스테이트e편한세상 문정 준공인가증 게시,송파주거안심종합센터,2025-01-07,679,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283353
4794,2024년 3차 청년안심주택(공공임대) 입주자 모집공고(2024. 12. 23.) 최종 청약경쟁률 게시,맞춤주택공급부,2025-01-07,87250,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283348
4793,「DMC VILLE 위탁운영관리용역」(SH공사 전자공고 제2024-485호) 입찰 공고 서면질의에 대한 회신 게시,주택관리부,2025-01-06,491,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283305
4792,제3차 장기전세주택2 입주자 모집 공고(2024.12.20.) 청약 접수 최종 결과,공공주택공급부,2025-01-06,74534,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283265
4791,"전산작업에 따른 서비스(휴대폰인증, 간편인증) 이용 안내",시스템운영부,2025-01-03,1768,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283179
4790,e편한세상 답십리 아르테포레 단지내 상가 분양(입찰) 공고,정비사업지원부,2025-01-03,1533,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283167
4789,2023년 제1차 국민임대주택(2023.6.23.공고) 예비6차 계약결과 게시,공공주택공급부,2025-01-03,7759,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283121
4788,래미안라그란데(이문1) 입주예약 연락처 변경 안내,동대문주거안심종합센터,2025-01-03,1305,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283136
4787,서울주택도시공사 임대료 농협카드 및 BC카드 자동납부 업무 중단 안내,수납부,2025-01-02,3084,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283013
4786,2025년 희망돌보미(사무지원) 서류합격자대상 면접심사 공고,구로주거안심종합센터,2025-01-02,105,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283015
4785,홈페이지 이용약관 개정 안내 (2025.02.01. 시행),시스템운영부,2025-01-02,436,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282959
4784,마천지구 중고등학교용지 선착순분양 신청 결과,분양부,2024-12-31,939,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282951
4783,개포 구룡마을 설계공모 공고,건축설계부,2024-12-31,1299,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282947
4782,2025년 강동주거안심종합센터 희망돌보미(사무지원) 서류심사 면접심사 공고,강동주거안심종합센터,2024-12-31,121,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282943
4781,2025년 성동주거안심종합센터 희망돌보미(사무지원) 서류합격자 대상 면접심사 공고,성동주거안심종합센터,2024-12-31,37,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282973
4780,2025년 송파주거안심종합센터 희망돌보미 면접심사 공고,송파주거안심종합센터,2024-12-31,169,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282964
4779,[힐스테이트관악 센트씨엘] (봉천 제4-1-2주택재개발정비사업조합)부분 준공인가증 게시,관악주거안심종합센터,2024-12-31,1454,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282957
4778,2025년 희망돌보미 (사무지원) 서류심사 합격자 발표,강남주거안심종합센터,2024-12-30,218,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282894
4777,수서역세권 공공주택지구 훼손지 복구사업 보상계획 및 열람 공고,용지보상부,2024-12-30,5237,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282899
4776,위례 의료복합용지 개발사업 민간사업자 공모,마곡위례사업부,2024-12-30,1596,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282767
4775,2025년 도봉주거안심종합센터 희망돌보미 면접심사 공고,도봉주거안심종합센터,2024-12-30,120,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=283047
4774,래미안라그란데(이문1구역) 입주안내문 정정사항,동대문주거안심종합센터,2024-12-30,1678,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282855
4773,"2024년 하반기 일반 매입임대주택(다가구,원룸) 입주대기자 선정결과 발표",매입주택공급부,2024-12-27,13306,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282601
4772,제2차 장기전세주택2 입주자 모집 공고(2024.08.30. 공고) 당첨자 및 예비입주자 발표,공공주택공급부,2024-12-27,22118,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282708
4771,2024년 2차 행복주택 입주자 모집공고 (2024.12.27. 공고),공공주택공급부,2024-12-27,446664,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282652
4770,2024년 제3차 보증금지원형 장기안심주택 신규 입주자 모집 공고,맞춤주택공급부,2024-12-27,193220,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282371
4769,2024년 2차 청년 매입임대주택 입주자모집공고(2024.12.26.),매입주택공급부,2024-12-26,313962,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282650
4768,제46차 장기전세주택 입주자 모집공고 (2024.12.26. 공고),공공주택공급부,2024-12-26,348529,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282546
4767,주거복지직 대체인력뱅크 2024-2회차 채용 최종합격자 발표,인사부,2024-12-24,1268,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282593
4766,e편한세상 답십리 아르테포레 단지내 상가 분양(입찰) 공고 개찰결과 게시,정비사업지원부,2024-12-24,1140,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282581
4765,2024년 3차 청년안심주택(공공임대) 입주자 모집공고(2024. 12. 23.),맞춤주택공급부,2024-12-23,379233,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282514
4764,고덕강일지구 단지 내 상가(2·4·6·7·9·11·13·14단지) 및 내곡도시형생활주택 내 상가 분양 입찰 공고,자산운영부,2024-12-23,1661,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282453
4763,전산작업에 따른 서비스(휴대폰인증) 이용 안내,시스템운영부,2024-12-23,302,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282504
4762,제3차 장기전세주택2(미리내집) 입주자 모집 공고,공공주택공급부,2024-12-20,190171,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282426
4761,위례지구 용지분양 공고(업무시설용지 31),분양부,2024-12-20,1584,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282425
4760,2024 SH 지속가능경영보고서 발간 용역 입찰공고(SH 전자공고 제2024-444호)에 대한 질의응답 게시,ESG혁신부,2024-12-17,380,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282311
4759,주거복지직 대체인력뱅크 상시모집 2024-2회차 면접대상자 발표,인사부,2024-12-16,781,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282223
4758,세운4구역 도시정비형 재개발사업 관련 유의사항 안내,세운사업부,2024-12-16,517,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282229
4757,"2024년 상반기 일반매입임대(다가구,원룸) 12월(3차) 입주대기자 동호선정 순번 안내",매입주택공급부,2024-12-13,9217,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282157
4756,2024년 제2차 기존주택(아파트·신축주택) 매입 추가공고(신혼·신생아Ⅱ) (24.12.13.),주택매입총괄부,2024-12-13,7703,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282160
4755,2024년 영구임대주택 예비입주자 모집공고(수정),공공주택공급부,2024-12-13,5925,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282087
4754,제1차 장기전세주택2(2024.07.11.공고) 예비 1차 계약결과 게시,공공주택공급부,2024-12-13,11002,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282143
4753,어울채(자양1재정비 행복주택) 사용승인서 게시,중랑주거안심종합센터,2024-12-13,213,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282156
4752,서울 영등포 공공주택지구 대토보상 공고,보상총괄부,2024-12-12,4843,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282112
4751,서울 영등포 공공주택지구 이주대책 등 기준 공고,보상총괄부,2024-12-12,4621,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282111
4750,서울주택도시공사 임대료 우리카드 자동납부 업무 중단 안내,수납부,2024-12-11,2470,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282083
4749,e편한세상 답십리 아르테포레 단지내 상가 분양(입찰) 공고,정비사업지원부,2024-12-11,1052,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=282045
4748,주거복지직 대체인력뱅크 상시모집 2024-2회차 채용 안내,인사부,2024-12-10,1533,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281874
4747,마천지구 중고등학교용지 선착순 분양 공고,분양부,2024-12-10,1119,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281995
4746,전산작업에 따른 서비스 이용 안내,시스템운영부,2024-12-09,358,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281891
4745,상봉 동양엔파트 입주안내문 게시(입주종료일: 2025.01.22),중랑주거안심종합센터,2024-12-09,46,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281948
4744,2023년 제1차 국민임대주택(2023.6.23.공고) 예비6차 당첨자 및 동호배정 결과,공공주택공급부,2024-12-06,8559,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281904
4743,2022년 제1차 국민임대주택(2022.5.20.공고) 예비13차 당첨자 및 동호배정 결과,공공주택공급부,2024-12-06,2970,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281902
4742,2025년 중랑.광진주거안심종합센터 희망돌보미 사무지원 참여자 모집 공고,중랑주거안심종합센터,2024-12-03,1563,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281765
4741,2025년 광진.중랑주거안심종합센터 희망돌보미 사무지원 참여자 모집 공고,중랑주거안심종합센터,2024-12-02,106,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281741
4740,2025년 금천주거안심종합센터 희망돌보미(사무지원) 모집공고,금천주거안심종합센터,2024-12-02,860,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281737
